object_id,region_id,raw_label,nyu_id,nyu40_id,nyu_label,nyu40_label,object_bbox_cx,object_bbox_cy,object_bbox_cz,object_bbox_xlength,object_bbox_ylength,object_bbox_zlength,object_bbox_heading,object_front_heading,object_color_r1,object_color_g1,object_color_b1,object_color_scheme1,object_color_scheme_percentage1,object_color_scheme_average_dist1,object_color_r2,object_color_g2,object_color_b2,object_color_scheme2,object_color_scheme_percentage2,object_color_scheme_average_dist2,object_color_r3,object_color_g3,object_color_b3,object_color_scheme3,object_color_scheme_percentage3,object_color_scheme_average_dist3
19,0,lamp,-1,-1,lamp,lamp,5.238555192947388,3.070218563079834,2.790306568145752,1.44661283493042,0.618142080307007,0.2789341330528261,-2.8247203613492724,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
20,0,desk,-1,-1,desk,desk,3.456275224685669,1.4986546039581299,0.3105893135070801,1.62291419506073,2.715496814250946,0.7300872951745987,1.1471839072551162,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
21,0,bottle jar,-1,-1,bottle jar,bottle jar,0.697078138589859,2.781034827232361,0.7669715881347656,1.0899789094924928,1.8093866944313048,0.28739055097103117,1.0137551941506582,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
22,0,tv monitor,-1,-1,tv monitor,tv monitor,1.0994704961776733,2.731473207473755,1.050681233406067,0.746643877029419,1.2461824178695677,0.4969302058219909,0.863767809393119,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
23,0,window,-1,-1,window,window,-0.147857666015625,4.092425346374512,1.7319145202636719,0.9690473109483717,2.0110965013504027,1.6036755561828604,1.6249027279646029,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
24,0,lamp,-1,-1,lamp,lamp,4.520370960235596,-0.7413516044616699,1.8829374313354492,0.1953582763671875,0.08,0.24452157020568843,0.0,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
25,0,picture,-1,-1,picture,picture,3.295937418937683,-0.7706474661827087,0.9379837810993195,0.23873896598815936,0.08,0.185836425423622,3.1415925674115948,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
26,0,door,-1,-1,door,door,-1.3318893909454346,0.4455692917108536,0.9544425904750824,0.08,0.901293709874153,1.3027834177017208,1.563141242750954,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
27,0,desk,-1,-1,desk,desk,0.5315400958061218,2.395609736442566,0.5837496221065521,2.3203102923929686,2.640409654378891,0.3642671987414359,0.8267200394687862,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
28,0,cabinet shelf,-1,-1,cabinet shelf,cabinet shelf,4.904336452484131,-0.7706476449966431,0.8891030550003052,0.14638199806213414,0.08,0.23554427623748786,0.0,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
29,0,plant,-1,-1,plant,plant,4.657927513122559,-0.7706476449966431,0.8081617951393127,0.08738908767700249,0.08,0.13417553901672363,3.1415918753848042,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
30,0,window,-1,-1,window,window,5.338013172149658,4.09242582321167,1.567979633808136,0.35463564395904523,0.08,1.155729505419731,3.0448164618375353,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
31,0,laptop,-1,-1,laptop,laptop,4.478761672973633,-0.7706475853919983,0.7766433358192444,0.11126356124877912,0.08,0.08,0.0,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
32,0,lamp,-1,-1,lamp,lamp,4.80981969833374,-0.7706476449966431,1.1106178760528564,0.08,0.08,0.08,0.0,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
33,0,window,-1,-1,window,window,1.2040183544158936,4.064059257507324,1.7235808372497559,1.5690143465995787,1.8979520797729492,1.5589096665382387,1.0191024109435762,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
34,0,picture,-1,-1,picture,picture,-1.3088490962982178,1.949418544769287,1.5363311767578125,0.08,0.564026892185211,0.6397303402423857,1.5688345163460242,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
35,0,plant,-1,-1,plant,plant,4.604025840759277,-0.22037598490715027,0.7957750558853149,0.12366652488708496,0.43155668675899506,0.168900728225708,1.4765530623953365,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
36,0,laptop,-1,-1,laptop,laptop,3.2809557914733887,2.209599733352661,0.7669716477394104,1.7493937015533447,2.5280152559280396,0.28205394744873047,1.0187796763978736,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
37,0,desk,-1,-1,desk,desk,1.1116691827774048,3.0808658599853516,0.5905328392982483,1.19939551949501,2.669588565826416,0.5606275506317615,1.7913121427850782,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
38,0,cup,-1,-1,cup,cup,3.8803489208221436,1.670857310295105,0.7669715881347656,0.5130429267883301,0.2745120584964751,0.08,2.7093152364710282,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
39,0,window,-1,-1,window,window,4.347663402557373,-0.7706475853919983,0.8781017661094666,0.14523100852966309,0.08,0.21905299425125124,0.0,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
40,0,cabinet shelf,-1,-1,cabinet shelf,cabinet shelf,3.3198633193969727,-0.2201945185661316,0.4669189751148224,0.9268584251403809,0.3566264659166336,0.6338929831981659,-2.930311991002883,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
41,0,picture,-1,-1,picture,picture,-1.3088490962982178,2.7500789165496826,1.569912075996399,1.1977764502167703,0.9031240463256833,0.8705289959907532,2.5289094119564104,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
42,0,picture,-1,-1,picture,picture,4.045205593109131,1.4591127634048462,0.7809150218963623,2.687347114086151,0.8043966293334961,0.21230390667915344,2.86237402515521,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
43,0,picture,-1,-1,picture,picture,-1.3178249597549438,1.977948009967804,0.9719530045986176,0.08,0.5948445439338683,0.14197920858860003,1.5598816472715142,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
44,0,window,-1,-1,window,window,4.757300138473511,4.110237121582031,1.8956270217895508,2.406193971633911,2.715338885784149,1.5534639358520508,0.8965604566031321,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
45,0,lamp,-1,-1,lamp,lamp,3.507223606109619,-0.7413514852523804,1.7150018215179443,0.24486999511718732,0.08,0.18409205675125118,0.0,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
46,0,tv monitor,-1,-1,tv monitor,tv monitor,3.284079074859619,2.219499111175537,0.8006547689437866,0.7656528472900392,1.6476536750793458,0.4600708484649658,1.0868838334827604,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
47,0,cabinet shelf,-1,-1,cabinet shelf,cabinet shelf,5.560105800628662,2.104459285736084,0.4079046845436096,0.3924117088317871,1.5236010849475852,0.723123973608017,1.6668972652869136,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
48,0,laptop,-1,-1,laptop,laptop,3.9566752910614014,1.8076846599578857,0.7669715881347656,0.4803649902343752,0.4325621128082273,0.08,2.485129862584652,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
49,0,window picture,-1,-1,window picture,window picture,0.24381618201732635,-2.6681158542633057,1.2377796173095703,0.3223410651087761,0.11137938499450684,0.3486608028411866,2.935333258911934,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
50,0,desk,-1,-1,desk,desk,3.65427565574646,3.0593271255493164,0.5812398791313171,0.9962695121765135,2.6305343747138976,0.6635056793689728,1.8136761959517531,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
51,0,mirror,-1,-1,mirror,mirror,-0.825371652841568,-0.7753517031669617,1.0076632499694824,0.5598067581653594,0.08,0.8994471579790114,3.1415925290842317,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
52,0,cup,-1,-1,cup,cup,3.2257262468338013,-0.22035002708435059,0.7659175097942352,0.09506242275238064,0.08,0.08,-3.1414925450232127,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
53,0,window,-1,-1,window,window,3.547882914543152,4.06031608581543,1.6981698870658875,1.2322450399398805,1.6590303778648376,1.608382749557495,2.043072862980295,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
54,0,cushion,-1,-1,cushion,cushion,4.233514785766602,3.9254088401794434,0.24443936347961426,0.6813246726989748,1.2550506114959719,0.46987643241882326,1.8392251841867389,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
55,0,cup,-1,-1,cup,cup,3.687853455543518,2.724667549133301,0.7669715285301208,1.2528758287429809,1.9017511606216422,0.11594782769680023,2.1887781540778732,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
56,0,bottle jar,-1,-1,bottle jar,bottle jar,1.4212875366210938,1.804166316986084,0.7669716477394104,0.9500311575829983,1.41938716173172,0.08,2.1585895933879775,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
57,0,box,-1,-1,box,box,5.559096813201904,2.382387638092041,0.7898215055465698,0.19017677307128888,0.639229726791382,0.15056018829345696,1.3170025182199538,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
58,0,cup,-1,-1,cup,cup,1.198777198791504,1.4228367805480957,0.7704986929893494,1.3387873470783234,0.9260290622711183,0.08,2.527938683288129,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
59,0,window picture,-1,-1,window picture,window picture,4.028066873550415,1.392456591129303,0.7804310023784637,0.34755990505218515,0.08,0.08,-3.109192012913292,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
60,0,tv monitor,-1,-1,tv monitor,tv monitor,3.56307053565979,-0.36000099778175354,0.8998863697052002,0.43660588264465305,0.3356948368251324,0.3072077006101608,2.578545520162388,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
61,0,mirror,-1,-1,mirror,mirror,4.605782985687256,-0.7413516044616699,1.3072419166564941,1.4598268270492554,0.5209925621747971,0.8966391980648041,2.825058467515806,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
62,0,tv monitor,-1,-1,tv monitor,tv monitor,6.080031394958496,1.3248586654663086,1.0698659420013428,0.08,0.45756573677062984,0.31666156053543104,1.5452382590157696,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
63,0,window picture,-1,-1,window picture,window picture,4.42289400100708,-0.7413516044616699,1.0827673077583313,0.18911898136138916,0.5209687240421772,0.49978107213974,1.4120088621585796,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
64,0,keyboard,-1,-1,keyboard,keyboard,3.6912038326263428,3.012989044189453,0.7669715285301208,1.0681617259979248,1.7322635650634766,0.08,2.0583544308812707,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
65,0,remote phone,-1,-1,remote phone,remote phone,3.730335235595703,1.4171491861343384,0.7669715881347656,2.1654937267303467,0.5910041332244873,0.08,-2.8972080274801533,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
66,0,cabinet shelf,-1,-1,cabinet shelf,cabinet shelf,4.929478645324707,-0.22028058767318726,0.6895782947540283,0.42438907623291033,0.08,0.1227681875228882,-3.1414508843324933,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
67,0,window picture,-1,-1,window picture,window picture,4.295217037200928,-2.8074114322662354,1.2333431839942932,0.186537504196167,0.08,0.7363398671150208,-3.0937283301081226,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
68,0,keyboard,-1,-1,keyboard,keyboard,0.8507648706436157,2.0056217908859253,0.7669715881347656,2.543864130973816,2.4362532913684847,0.0932496041059494,-2.4625243505063765,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
69,0,book,-1,-1,book,book,3.768320083618164,2.0435919761657715,0.7669715881347656,2.007033061981201,2.3025249004364015,0.08,2.2791998351026246,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
70,0,window mirror,-1,-1,window mirror,window mirror,4.462155818939209,-0.7413516044616699,1.2236658334732056,1.4891919851303097,0.5210044376552105,0.8346081882715226,2.764792521849955,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
71,0,tv monitor,-1,-1,tv monitor,tv monitor,6.080031394958496,0.5042083263397217,1.2765058279037476,0.08566503524780256,1.1743912816047668,0.9938136816024773,1.5769136021848351,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
72,0,keyboard,-1,-1,keyboard,keyboard,1.1758625507354736,2.839495897293091,0.7669715881347656,0.9659903287887573,2.023273992538452,0.08,1.9940342568557514,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
73,0,window picture,-1,-1,window picture,window picture,-0.12375074625015259,-0.7753518223762512,1.020664095878601,0.5835732966661453,1.8927640914916992,0.5310960412025452,1.7799607988202153,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
74,0,cabinet shelf,-1,-1,cabinet shelf,cabinet shelf,-0.6732416152954102,-1.476468801498413,1.4849345684051514,0.6205251663923264,1.4279771804809571,0.32333312630653377,1.2383601521435734,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
75,0,chair,-1,-1,chair,chair,4.317617416381836,2.957174062728882,0.5661042332649231,2.6169165611267093,2.2900561451911927,0.7995624512434005,-2.4179632035497685,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
76,0,box,-1,-1,box,box,3.2777515649795532,-0.21991001069545746,0.27257421612739563,0.2939428210258481,0.08,0.15730330646038052,-3.139340191409158,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
77,0,curtain,-1,-1,curtain,curtain,5.992909908294678,-2.6800761222839355,0.8780291378498077,0.18889539241790754,0.2712230682373047,1.1775879085063934,0.9419530513425991,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
78,0,cushion,-1,-1,cushion,cushion,0.12843409180641174,2.0991729497909546,0.4746098220348358,0.3592489827424288,0.477131187915802,0.18828078731894493,1.3524108692457308,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
79,0,trash box bin,-1,-1,trash box bin,trash box bin,0.20175578445196152,2.119835376739502,0.5159583985805511,0.9398240838199854,1.3161861896514893,0.18099137395620346,1.1090055976976927,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
80,0,basket,-1,-1,basket,basket,3.381381034851074,1.4171490669250488,0.7824656963348389,2.5489227294921872,1.970870018005371,0.1626237392425537,-2.488374036034278,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
81,0,cushion,-1,-1,cushion,cushion,2.6512246131896973,3.0593271255493164,0.2071089744567871,0.6227380275726317,2.0490453243255615,0.4936511069536209,1.4222297661230319,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
82,0,window,-1,-1,window,window,3.079420566558838,4.125929832458496,1.8730764389038086,1.3033721446990967,2.109522819519043,1.50944983959198,1.1324417229473656,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
83,0,chair sofa,-1,-1,chair sofa,chair sofa,4.280518054962158,-0.7706475853919983,0.7741183638572693,0.0894542932510376,0.08,0.08,0.0,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
84,0,cabinet shelf,-1,-1,cabinet shelf,cabinet shelf,1.4482049942016602,1.6647942066192627,0.6143353581428528,0.08,0.5358073949813842,0.09806134104728692,1.6243134231790874,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
85,0,trash bin,-1,-1,trash bin,trash bin,4.48182487487793,-0.2198755294084549,0.20116176456212997,0.19567070007324272,0.08,0.25664529055356977,3.112147597185319,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
86,0,cabinet shelf,-1,-1,cabinet shelf,cabinet shelf,3.990811347961426,1.828061819076538,0.588188111782074,0.08,0.3177978992462158,0.0814424455165863,1.5715211017364883,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
87,0,lamp,-1,-1,lamp,lamp,1.5882425904273987,0.25171680748462677,2.790306568145752,0.18745986819267269,0.2875191688537597,0.08,1.0742176928209037,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
88,0,chair,-1,-1,chair,chair,3.791736602783203,1.6398019194602966,0.7669715881347656,1.7009318947792051,0.5684244513511654,0.1089715331792831,2.8033120437274035,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
89,0,box,-1,-1,box,box,3.8005318641662598,1.4171491861343384,0.779899001121521,2.292433261871338,1.4174044609069822,0.11919616460800164,-2.6094328462746144,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
90,0,chair sofa,-1,-1,chair sofa,chair sofa,1.1021074056625366,1.4228367805480957,0.7679775059223175,1.333538442105055,0.9403862714767457,0.1517763793468473,2.4986385022650692,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
91,0,cup trash,-1,-1,cup trash,cup trash,1.3099696636199951,1.4228367805480957,0.7424747347831726,0.41399582624435427,0.23503007292747502,0.08,2.637179196272503,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
92,0,jar,-1,-1,jar,jar,0.697078138589859,2.781034827232361,0.7669715881347656,1.0899789094924928,1.8093866944313048,0.28739055097103117,1.0137551941506582,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
93,0,tv monitor,-1,-1,tv monitor,tv monitor,-0.7307853102684021,-0.7753517031669617,0.9517097473144531,0.18083719611167903,0.08,0.21125083565711966,3.141592238862327,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
94,0,stool trash ottoman,-1,-1,stool trash ottoman,stool trash ottoman,3.5257495641708374,3.0593271255493164,0.42220868170261383,0.5751723289489745,0.4062190055847168,0.3568154379725456,-2.599381962134127,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
95,0,box,-1,-1,box,box,4.439218282699585,-0.22012625634670258,0.5243853032588959,0.46654558181762695,0.08,0.1817127838730812,-3.136681226573273,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
96,0,chair stool,-1,-1,chair stool,chair stool,2.955541491508484,2.4950788021087646,0.07745722308754921,0.970145499706268,1.0537575244903565,0.5012228712439537,0.9297211253417639,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
97,0,cushion,-1,-1,cushion,cushion,1.487868070602417,4.055299282073975,0.22734177112579346,0.8330085992813111,1.3758968830108644,0.39483546912670137,1.9483957485188097,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
98,0,book keyboard,-1,-1,book keyboard,book keyboard,3.0740771293640137,1.4359201788902283,0.7254392504692078,0.7327932476997372,0.325335294008255,0.08,-2.7674743053999826,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
99,0,cabinet shelf,-1,-1,cabinet shelf,cabinet shelf,3.943784475326538,-0.7706475257873535,0.8706035614013672,0.33750020265579206,0.08,0.24267134070396423,0.0,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
100,0,door,-1,-1,door,door,4.980583667755127,-0.7706476449966431,0.5478971600532532,0.22503752708435076,0.08,0.3440671265125275,0.0,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
101,0,laptop,-1,-1,laptop,laptop,0.5640347599983215,1.3949152827262878,0.7669715881347656,0.23468999564647675,0.08,0.08,-3.0327127182740385,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
102,0,window picture,-1,-1,window picture,window picture,3.391921043395996,-2.8074111938476562,1.8610460758209229,1.2207029819488526,0.08,0.2839855194091796,3.1242771675111443,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
103,0,trash box,-1,-1,trash box,trash box,5.558565855026245,2.2970082759857178,0.26305779814720154,0.08,0.35054810047149676,0.3074881076812743,1.5699135451027222,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
104,0,chair,-1,-1,chair,chair,4.546319484710693,3.784074544906616,0.14526212215423584,0.8599254131317142,1.1065138578414917,0.49778171777725216,0.9692991576374547,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
105,0,window,-1,-1,window,window,5.597890377044678,-0.7706477046012878,1.0033249855041504,0.08760013580322301,0.08,0.2730426788330077,3.141592285316511,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
106,0,laptop,-1,-1,laptop,laptop,1.1512444019317627,2.952768325805664,0.8767972588539124,1.4095420837402344,2.098930525779724,0.7944649219512941,2.0547719241879006,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
107,0,cabinet shelf,-1,-1,cabinet shelf,cabinet shelf,3.1281617879867554,3.0593271255493164,0.24700917303562164,0.6763951659202574,1.2735233664512635,0.5660020738840102,1.1373380230256813,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
108,0,tv monitor mirror,-1,-1,tv monitor mirror,tv monitor mirror,5.597890377044678,-0.7706477046012878,1.0033249855041504,0.08760013580322301,0.08,0.2730426788330077,3.141592285316511,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
109,0,lamp,-1,-1,lamp,lamp,-0.742196261882782,-0.7753517031669617,1.612471342086792,0.18733244538307192,0.08,0.23559786081314082,3.1415922863146615,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
110,0,trash bin,-1,-1,trash bin,trash bin,0.18366041779518127,2.132643699645996,0.5062509477138519,0.9131248686462639,1.3061931848525994,0.23052771985530845,1.1063609400640062,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
111,0,monitor window,-1,-1,monitor window,monitor window,6.080031394958496,0.8614550232887268,1.906389594078064,0.08,1.4698354780673977,0.30939399003982526,1.5675207170902403,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
112,0,cabinet shelf,-1,-1,cabinet shelf,cabinet shelf,2.580364227294922,2.408840775489807,0.5377621948719025,0.6621203422546387,1.3170747458934784,0.11693455278873444,1.1007481227303921,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
113,0,sofa,-1,-1,sofa,sofa,1.1021074056625366,1.4228367805480957,0.7697410881519318,1.2999201267957685,0.9597628355026244,0.16284799873828892,2.4906708075473754,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
114,0,cabinet shelf door,-1,-1,cabinet shelf door,cabinet shelf door,1.4482048749923706,1.749875783920288,0.5889546275138855,0.08,0.41185758113861093,0.08,1.5605285551783592,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
115,0,picture,-1,-1,picture,picture,5.379204750061035,-0.7706477046012878,1.002231478691101,0.28432650566101003,0.08,0.3302123069763184,0.0,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
116,0,vase,-1,-1,vase,vase,-0.9729920029640198,3.5232861042022705,0.0768594890832901,0.3733411818742751,0.5185847759246824,0.241435519605875,2.0250270217389703,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
117,0,vase,-1,-1,vase,vase,3.2257262468338013,-0.22035002708435059,0.7659175097942352,0.09506242275238064,0.08,0.08,-3.1414925450232127,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
118,0,picture,-1,-1,picture,picture,-0.015454955399036407,-1.7217338383197784,0.9843540191650391,0.3943323865532875,1.8927640318870544,0.35019484162330616,1.7270238364044193,,,,,N/A,0,,,,,N/A,0,,,,,N/A,0,
